path,label,source_path
data\processed\labelled_4232\COVID\images\COVID-3131.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3131.png
data\processed\labelled_4232\COVID\images\COVID-2935.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2935.png
data\processed\labelled_4232\COVID\images\COVID-1986.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1986.png
data\processed\labelled_4232\COVID\images\COVID-2571.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2571.png
data\processed\labelled_4232\COVID\images\COVID-3409.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3409.png
data\processed\labelled_4232\COVID\images\COVID-1704.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1704.png
data\processed\labelled_4232\COVID\images\COVID-1867.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1867.png
data\processed\labelled_4232\COVID\images\COVID-1175.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1175.png
data\processed\labelled_4232\COVID\images\COVID-2742.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2742.png
data\processed\labelled_4232\COVID\images\COVID-3203.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3203.png
data\processed\labelled_4232\COVID\images\COVID-2502.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2502.png
data\processed\labelled_4232\COVID\images\COVID-3163.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3163.png
data\processed\labelled_4232\COVID\images\COVID-809.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-809.png
data\processed\labelled_4232\COVID\images\COVID-1586.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1586.png
data\processed\labelled_4232\COVID\images\COVID-2685.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2685.png
data\processed\labelled_4232\COVID\images\COVID-2365.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2365.png
data\processed\labelled_4232\COVID\images\COVID-1560.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1560.png
data\processed\labelled_4232\COVID\images\COVID-1400.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1400.png
data\processed\labelled_4232\COVID\images\COVID-1637.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1637.png
data\processed\labelled_4232\COVID\images\COVID-2489.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2489.png
data\processed\labelled_4232\COVID\images\COVID-303.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-303.png
data\processed\labelled_4232\COVID\images\COVID-2824.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2824.png
data\processed\labelled_4232\COVID\images\COVID-883.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-883.png
data\processed\labelled_4232\COVID\images\COVID-1182.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1182.png
data\processed\labelled_4232\COVID\images\COVID-2991.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2991.png
data\processed\labelled_4232\COVID\images\COVID-1374.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1374.png
data\processed\labelled_4232\COVID\images\COVID-2199.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2199.png
data\processed\labelled_4232\COVID\images\COVID-1588.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1588.png
data\processed\labelled_4232\COVID\images\COVID-575.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-575.png
data\processed\labelled_4232\COVID\images\COVID-3465.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3465.png
data\processed\labelled_4232\COVID\images\COVID-249.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-249.png
data\processed\labelled_4232\COVID\images\COVID-3224.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3224.png
data\processed\labelled_4232\COVID\images\COVID-650.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-650.png
data\processed\labelled_4232\COVID\images\COVID-1842.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1842.png
data\processed\labelled_4232\COVID\images\COVID-2796.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2796.png
data\processed\labelled_4232\COVID\images\COVID-1229.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1229.png
data\processed\labelled_4232\COVID\images\COVID-3182.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3182.png
data\processed\labelled_4232\COVID\images\COVID-1810.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1810.png
data\processed\labelled_4232\COVID\images\COVID-1711.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1711.png
data\processed\labelled_4232\COVID\images\COVID-3242.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3242.png
data\processed\labelled_4232\COVID\images\COVID-2043.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2043.png
data\processed\labelled_4232\COVID\images\COVID-2582.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2582.png
data\processed\labelled_4232\COVID\images\COVID-449.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-449.png
data\processed\labelled_4232\COVID\images\COVID-1975.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1975.png
data\processed\labelled_4232\COVID\images\COVID-2606.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2606.png
data\processed\labelled_4232\COVID\images\COVID-3424.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3424.png
data\processed\labelled_4232\COVID\images\COVID-3293.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3293.png
data\processed\labelled_4232\COVID\images\COVID-842.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-842.png
data\processed\labelled_4232\COVID\images\COVID-3603.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3603.png
data\processed\labelled_4232\COVID\images\COVID-618.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-618.png
data\processed\labelled_4232\COVID\images\COVID-2884.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2884.png
data\processed\labelled_4232\COVID\images\COVID-806.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-806.png
data\processed\labelled_4232\COVID\images\COVID-2268.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2268.png
data\processed\labelled_4232\COVID\images\COVID-3185.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3185.png
data\processed\labelled_4232\COVID\images\COVID-657.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-657.png
data\processed\labelled_4232\COVID\images\COVID-197.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-197.png
data\processed\labelled_4232\COVID\images\COVID-3113.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3113.png
data\processed\labelled_4232\COVID\images\COVID-693.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-693.png
data\processed\labelled_4232\COVID\images\COVID-3527.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3527.png
data\processed\labelled_4232\COVID\images\COVID-2301.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2301.png
data\processed\labelled_4232\COVID\images\COVID-1742.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1742.png
data\processed\labelled_4232\COVID\images\COVID-695.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-695.png
data\processed\labelled_4232\COVID\images\COVID-2398.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2398.png
data\processed\labelled_4232\COVID\images\COVID-582.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-582.png
data\processed\labelled_4232\COVID\images\COVID-1566.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1566.png
data\processed\labelled_4232\COVID\images\COVID-2776.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2776.png
data\processed\labelled_4232\COVID\images\COVID-2576.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2576.png
data\processed\labelled_4232\COVID\images\COVID-2178.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2178.png
data\processed\labelled_4232\COVID\images\COVID-763.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-763.png
data\processed\labelled_4232\COVID\images\COVID-1048.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1048.png
data\processed\labelled_4232\COVID\images\COVID-116.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-116.png
data\processed\labelled_4232\COVID\images\COVID-2925.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2925.png
data\processed\labelled_4232\COVID\images\COVID-3329.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3329.png
data\processed\labelled_4232\COVID\images\COVID-1393.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1393.png
data\processed\labelled_4232\COVID\images\COVID-2922.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2922.png
data\processed\labelled_4232\COVID\images\COVID-2464.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2464.png
data\processed\labelled_4232\COVID\images\COVID-2413.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2413.png
data\processed\labelled_4232\COVID\images\COVID-2233.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2233.png
data\processed\labelled_4232\COVID\images\COVID-2870.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2870.png
data\processed\labelled_4232\COVID\images\COVID-295.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-295.png
data\processed\labelled_4232\COVID\images\COVID-395.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-395.png
data\processed\labelled_4232\COVID\images\COVID-3388.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3388.png
data\processed\labelled_4232\COVID\images\COVID-2423.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2423.png
data\processed\labelled_4232\COVID\images\COVID-2939.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2939.png
data\processed\labelled_4232\COVID\images\COVID-1139.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1139.png
data\processed\labelled_4232\COVID\images\COVID-1424.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1424.png
data\processed\labelled_4232\COVID\images\COVID-2476.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2476.png
data\processed\labelled_4232\COVID\images\COVID-3101.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3101.png
data\processed\labelled_4232\COVID\images\COVID-2163.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2163.png
data\processed\labelled_4232\COVID\images\COVID-105.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-105.png
data\processed\labelled_4232\COVID\images\COVID-2657.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2657.png
data\processed\labelled_4232\COVID\images\COVID-240.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-240.png
data\processed\labelled_4232\COVID\images\COVID-1958.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1958.png
data\processed\labelled_4232\COVID\images\COVID-271.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-271.png
data\processed\labelled_4232\COVID\images\COVID-3390.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3390.png
data\processed\labelled_4232\COVID\images\COVID-244.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-244.png
data\processed\labelled_4232\COVID\images\COVID-2264.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2264.png
data\processed\labelled_4232\COVID\images\COVID-1961.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1961.png
data\processed\labelled_4232\COVID\images\COVID-2392.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2392.png
data\processed\labelled_4232\COVID\images\COVID-3481.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3481.png
data\processed\labelled_4232\COVID\images\COVID-1306.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1306.png
data\processed\labelled_4232\COVID\images\COVID-1863.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1863.png
data\processed\labelled_4232\COVID\images\COVID-3506.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3506.png
data\processed\labelled_4232\COVID\images\COVID-1625.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1625.png
data\processed\labelled_4232\COVID\images\COVID-2656.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2656.png
data\processed\labelled_4232\COVID\images\COVID-415.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-415.png
data\processed\labelled_4232\COVID\images\COVID-2735.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2735.png
data\processed\labelled_4232\COVID\images\COVID-155.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-155.png
data\processed\labelled_4232\COVID\images\COVID-2463.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2463.png
data\processed\labelled_4232\COVID\images\COVID-1184.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1184.png
data\processed\labelled_4232\COVID\images\COVID-3257.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3257.png
data\processed\labelled_4232\COVID\images\COVID-2175.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2175.png
data\processed\labelled_4232\COVID\images\COVID-1077.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1077.png
data\processed\labelled_4232\COVID\images\COVID-661.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-661.png
data\processed\labelled_4232\COVID\images\COVID-1906.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1906.png
data\processed\labelled_4232\COVID\images\COVID-1392.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1392.png
data\processed\labelled_4232\COVID\images\COVID-3025.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3025.png
data\processed\labelled_4232\COVID\images\COVID-2187.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2187.png
data\processed\labelled_4232\COVID\images\COVID-2027.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2027.png
data\processed\labelled_4232\COVID\images\COVID-2077.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2077.png
data\processed\labelled_4232\COVID\images\COVID-543.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-543.png
data\processed\labelled_4232\COVID\images\COVID-3552.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3552.png
data\processed\labelled_4232\COVID\images\COVID-2855.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2855.png
data\processed\labelled_4232\COVID\images\COVID-1651.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1651.png
data\processed\labelled_4232\COVID\images\COVID-622.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-622.png
data\processed\labelled_4232\COVID\images\COVID-352.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-352.png
data\processed\labelled_4232\COVID\images\COVID-2856.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2856.png
data\processed\labelled_4232\COVID\images\COVID-1590.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1590.png
data\processed\labelled_4232\COVID\images\COVID-1780.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1780.png
data\processed\labelled_4232\COVID\images\COVID-2919.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2919.png
data\processed\labelled_4232\COVID\images\COVID-1362.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1362.png
data\processed\labelled_4232\COVID\images\COVID-2293.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2293.png
data\processed\labelled_4232\COVID\images\COVID-1818.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1818.png
data\processed\labelled_4232\COVID\images\COVID-275.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-275.png
data\processed\labelled_4232\COVID\images\COVID-1500.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1500.png
data\processed\labelled_4232\COVID\images\COVID-2540.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2540.png
data\processed\labelled_4232\COVID\images\COVID-1964.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1964.png
data\processed\labelled_4232\COVID\images\COVID-1965.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1965.png
data\processed\labelled_4232\COVID\images\COVID-3139.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3139.png
data\processed\labelled_4232\COVID\images\COVID-1993.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1993.png
data\processed\labelled_4232\COVID\images\COVID-2449.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2449.png
data\processed\labelled_4232\COVID\images\COVID-1379.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1379.png
data\processed\labelled_4232\COVID\images\COVID-2572.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2572.png
data\processed\labelled_4232\COVID\images\COVID-2622.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2622.png
data\processed\labelled_4232\COVID\images\COVID-1962.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1962.png
data\processed\labelled_4232\COVID\images\COVID-1349.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1349.png
data\processed\labelled_4232\COVID\images\COVID-311.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-311.png
data\processed\labelled_4232\COVID\images\COVID-603.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-603.png
data\processed\labelled_4232\COVID\images\COVID-2763.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2763.png
data\processed\labelled_4232\COVID\images\COVID-1443.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1443.png
data\processed\labelled_4232\COVID\images\COVID-1489.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1489.png
data\processed\labelled_4232\COVID\images\COVID-3045.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3045.png
data\processed\labelled_4232\COVID\images\COVID-3444.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3444.png
data\processed\labelled_4232\COVID\images\COVID-3264.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3264.png
data\processed\labelled_4232\COVID\images\COVID-2416.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2416.png
data\processed\labelled_4232\COVID\images\COVID-2081.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2081.png
data\processed\labelled_4232\COVID\images\COVID-655.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-655.png
data\processed\labelled_4232\COVID\images\COVID-2527.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2527.png
data\processed\labelled_4232\COVID\images\COVID-3387.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3387.png
data\processed\labelled_4232\COVID\images\COVID-3165.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3165.png
data\processed\labelled_4232\COVID\images\COVID-219.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-219.png
data\processed\labelled_4232\COVID\images\COVID-1708.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1708.png
data\processed\labelled_4232\COVID\images\COVID-3085.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3085.png
data\processed\labelled_4232\COVID\images\COVID-1445.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1445.png
data\processed\labelled_4232\COVID\images\COVID-1174.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1174.png
data\processed\labelled_4232\COVID\images\COVID-335.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-335.png
data\processed\labelled_4232\COVID\images\COVID-2620.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2620.png
data\processed\labelled_4232\COVID\images\COVID-686.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-686.png
data\processed\labelled_4232\COVID\images\COVID-3519.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3519.png
data\processed\labelled_4232\COVID\images\COVID-3464.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3464.png
data\processed\labelled_4232\COVID\images\COVID-1882.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1882.png
data\processed\labelled_4232\COVID\images\COVID-2397.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2397.png
data\processed\labelled_4232\COVID\images\COVID-2343.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2343.png
data\processed\labelled_4232\COVID\images\COVID-2341.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2341.png
data\processed\labelled_4232\COVID\images\COVID-745.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-745.png
data\processed\labelled_4232\COVID\images\COVID-1824.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1824.png
data\processed\labelled_4232\COVID\images\COVID-1071.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1071.png
data\processed\labelled_4232\COVID\images\COVID-3013.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3013.png
data\processed\labelled_4232\COVID\images\COVID-2850.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2850.png
data\processed\labelled_4232\COVID\images\COVID-2000.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2000.png
data\processed\labelled_4232\COVID\images\COVID-3363.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3363.png
data\processed\labelled_4232\COVID\images\COVID-1120.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1120.png
data\processed\labelled_4232\COVID\images\COVID-874.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-874.png
data\processed\labelled_4232\COVID\images\COVID-1530.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1530.png
data\processed\labelled_4232\COVID\images\COVID-1849.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1849.png
data\processed\labelled_4232\COVID\images\COVID-2498.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2498.png
data\processed\labelled_4232\COVID\images\COVID-483.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-483.png
data\processed\labelled_4232\COVID\images\COVID-518.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-518.png
data\processed\labelled_4232\COVID\images\COVID-1983.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1983.png
data\processed\labelled_4232\COVID\images\COVID-511.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-511.png
data\processed\labelled_4232\COVID\images\COVID-3030.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3030.png
data\processed\labelled_4232\COVID\images\COVID-1188.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1188.png
data\processed\labelled_4232\COVID\images\COVID-714.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-714.png
data\processed\labelled_4232\COVID\images\COVID-2130.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2130.png
data\processed\labelled_4232\COVID\images\COVID-2215.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-2215.png
data\processed\labelled_4232\COVID\images\COVID-1846.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1846.png
data\processed\labelled_4232\COVID\images\COVID-3382.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-3382.png
data\processed\labelled_4232\COVID\images\COVID-1786.png,COVID,data\raw\radiography\COVID-19_Radiography_Dataset\COVID\images\COVID-1786.png
