path,source_path
data\processed\unlabelled_16934\images\unlabelled_13878_5484d5352e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11168).png
data\processed\unlabelled_16934\images\unlabelled_13879_13909ead8b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3665).png
data\processed\unlabelled_16934\images\unlabelled_13880_b9223bd0f2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10339).png
data\processed\unlabelled_16934\images\unlabelled_13881_51a532869f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5908).png
data\processed\unlabelled_16934\images\unlabelled_13882_f78a9549a5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1346).png
data\processed\unlabelled_16934\images\unlabelled_13883_0521314a8c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (8651).png
data\processed\unlabelled_16934\images\unlabelled_13884_a96e0bd666.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4409.png
data\processed\unlabelled_16934\images\unlabelled_13885_04e6443aab.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10900).png
data\processed\unlabelled_16934\images\unlabelled_13886_eb4ece81d6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S11955_ses-E23336_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_13887_6b1de92ef6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10330_ses-E18374_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_13888_a12713dabf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11100_ses-E22655_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13889_9dec9adee3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (85).png
data\processed\unlabelled_16934\images\unlabelled_13890_e00039a976.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10707_ses-E23510_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13891_d89f05a885.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6681).png
data\processed\unlabelled_16934\images\unlabelled_13892_1034a1f065.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (1028).png
data\processed\unlabelled_16934\images\unlabelled_13893_c6d70b906b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10623_ses-E24700_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_13894_de7f07aa3c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9229).png
data\processed\unlabelled_16934\images\unlabelled_13895_57a120695f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2428).png
data\processed\unlabelled_16934\images\unlabelled_13896_afa454699b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10546_ses-E18289_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13897_ad50d0288f.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_280.png
data\processed\unlabelled_16934\images\unlabelled_13898_cd9c43b3b9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11634_ses-E22100_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_13899_06db28397a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4114).png
data\processed\unlabelled_16934\images\unlabelled_13900_78a55af360.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1652).png
data\processed\unlabelled_16934\images\unlabelled_13901_95dbc2640f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10521_ses-E21744_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13902_e6d826f924.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (10845).png
data\processed\unlabelled_16934\images\unlabelled_13903_42e8b0d9c8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (1041).png
data\processed\unlabelled_16934\images\unlabelled_13904_89fae552f4.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (4792).png
data\processed\unlabelled_16934\images\unlabelled_13905_0d9c1b4bb8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10754).png
data\processed\unlabelled_16934\images\unlabelled_13906_50b194c36f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_3168.png
data\processed\unlabelled_16934\images\unlabelled_13907_8f1696ae95.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9452).png
data\processed\unlabelled_16934\images\unlabelled_13908_fd5f65be00.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3927).png
data\processed\unlabelled_16934\images\unlabelled_13909_978bd84e1c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (6474).png
data\processed\unlabelled_16934\images\unlabelled_13910_d6b33c0448.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2167).png
data\processed\unlabelled_16934\images\unlabelled_13911_9bffae3733.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12539_ses-E25438_acq-1_run-1_bp-chest_vp-ll_cr.png
data\processed\unlabelled_16934\images\unlabelled_13912_53eaa5c1d3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9542).png
data\processed\unlabelled_16934\images\unlabelled_13913_4a48d7ea23.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (9023).png
data\processed\unlabelled_16934\images\unlabelled_13914_eb94ba32e6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09514_ses-E18414_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_13915_281119c474.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_765.png
data\processed\unlabelled_16934\images\unlabelled_13916_a26bd7dc62.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3930).png
data\processed\unlabelled_16934\images\unlabelled_13917_3dfe8fea0b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7118).png
data\processed\unlabelled_16934\images\unlabelled_13918_ea467fcb31.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (491).png
data\processed\unlabelled_16934\images\unlabelled_13919_8f5eb39b17.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2798).png
data\processed\unlabelled_16934\images\unlabelled_13920_46b002720d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12469_ses-E25093_acq-1_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_13921_93cb75579e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4563.png
data\processed\unlabelled_16934\images\unlabelled_13922_7f12ff6ac3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6645).png
data\processed\unlabelled_16934\images\unlabelled_13923_35866de027.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3254.png
data\processed\unlabelled_16934\images\unlabelled_13924_c1ca105b0f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (9021).png
data\processed\unlabelled_16934\images\unlabelled_13925_818a6c981d.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4514.png
data\processed\unlabelled_16934\images\unlabelled_13926_f4339c7870.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (5056).png
data\processed\unlabelled_16934\images\unlabelled_13927_638d95f185.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10928_ses-E20543_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_13928_1e569a08f4.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10360_ses-E20799_acq-2_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_13929_10942ceee5.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4372.png
data\processed\unlabelled_16934\images\unlabelled_13930_78d4f72ef0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (9034).png
data\processed\unlabelled_16934\images\unlabelled_13931_9b71d70d3d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1472).png
data\processed\unlabelled_16934\images\unlabelled_13932_a1d1c2cdce.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10073_ses-E17335_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_13933_7fe15ac433.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11595_ses-E21417_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_13934_6d0bc19238.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (10268).png
data\processed\unlabelled_16934\images\unlabelled_13935_a506f0a381.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_469.png
data\processed\unlabelled_16934\images\unlabelled_13936_ef5e14a855.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (8319).png
data\processed\unlabelled_16934\images\unlabelled_13937_b37c4161cd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3591.png
data\processed\unlabelled_16934\images\unlabelled_13938_514b175a8a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09504_ses-E16697_acq-1_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13939_fd696bd82c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_2440.png
data\processed\unlabelled_16934\images\unlabelled_13940_9b37d4000a.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (11909).png
data\processed\unlabelled_16934\images\unlabelled_13941_1ec3108edb.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2611).png
data\processed\unlabelled_16934\images\unlabelled_13942_4246a1b62a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12598_ses-E26020_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13943_c95dbac26f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (800).png
data\processed\unlabelled_16934\images\unlabelled_13944_2484d8f085.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (6008).png
data\processed\unlabelled_16934\images\unlabelled_13945_fedfbaf26e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2131).png
data\processed\unlabelled_16934\images\unlabelled_13946_b2ad8f686f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11238_ses-E26480_acq-1_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_13947_b3c511a37d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1856).png
data\processed\unlabelled_16934\images\unlabelled_13948_f22e0c5cde.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (1739).png
data\processed\unlabelled_16934\images\unlabelled_13949_c65746dedf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11601_ses-E21432_acq-1_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_13950_ed04ac4954.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9059).png
data\processed\unlabelled_16934\images\unlabelled_13951_50ea7a475a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3713).png
data\processed\unlabelled_16934\images\unlabelled_13952_88c7040fc3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8357).png
data\processed\unlabelled_16934\images\unlabelled_13953_099a2b1ae2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S11876_ses-E22877_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_13954_543545be0a.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (582).png
data\processed\unlabelled_16934\images\unlabelled_13955_439c0febcc.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4595.png
data\processed\unlabelled_16934\images\unlabelled_13956_8678ac904a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3063.png
data\processed\unlabelled_16934\images\unlabelled_13957_2f61164c30.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3674.png
data\processed\unlabelled_16934\images\unlabelled_13958_85f53218d1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3978).png
data\processed\unlabelled_16934\images\unlabelled_13959_ff863114b0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (10637).png
data\processed\unlabelled_16934\images\unlabelled_13960_6d8ad5cdc8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11123_ses-E19574_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_13961_6124b0c1e8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10206_ses-E17639_run-2_bp-chest_dx.png
data\processed\unlabelled_16934\images\unlabelled_13962_3d4430f4b8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (10382).png
data\processed\unlabelled_16934\images\unlabelled_13963_a51ed7c558.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7885).png
data\processed\unlabelled_16934\images\unlabelled_13964_06bddea0e6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_504.png
data\processed\unlabelled_16934\images\unlabelled_13965_b5c2ea4cd1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9757).png
data\processed\unlabelled_16934\images\unlabelled_13966_1801965a41.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4506).png
data\processed\unlabelled_16934\images\unlabelled_13967_589a7a6a44.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (5420).png
data\processed\unlabelled_16934\images\unlabelled_13968_eea16ad50c.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\Non-COVID\images\non_COVID (4914).png
data\processed\unlabelled_16934\images\unlabelled_13969_50e66e0dfc.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2275).png
data\processed\unlabelled_16934\images\unlabelled_13970_8859f14dec.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3583.png
data\processed\unlabelled_16934\images\unlabelled_13971_15830a291b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11624).png
data\processed\unlabelled_16934\images\unlabelled_13972_7072b068e2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2923).png
data\processed\unlabelled_16934\images\unlabelled_13973_05900edde3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (5994).png
data\processed\unlabelled_16934\images\unlabelled_13974_5b03918441.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (6471).png
data\processed\unlabelled_16934\images\unlabelled_13975_10154b49ba.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09869_ses-E25395_acq-1_run-1_bp-chest_vp-ll_dx.png
data\processed\unlabelled_16934\images\unlabelled_13976_accdd96388.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10459).png
data\processed\unlabelled_16934\images\unlabelled_13977_509ea7ca0c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10721).png
data\processed\unlabelled_16934\images\unlabelled_13978_3c6078bc45.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (11945).png
data\processed\unlabelled_16934\images\unlabelled_13979_209aecced8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9007).png
data\processed\unlabelled_16934\images\unlabelled_13980_4d7602c06b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4054.png
data\processed\unlabelled_16934\images\unlabelled_13981_5d606389f1.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\Non-COVID\images\non_COVID (3357).png
data\processed\unlabelled_16934\images\unlabelled_13982_3a4f7bf7d2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2706).png
data\processed\unlabelled_16934\images\unlabelled_13983_d537341d19.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11309).png
data\processed\unlabelled_16934\images\unlabelled_13984_9b202e9dbe.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4230.png
data\processed\unlabelled_16934\images\unlabelled_13985_b1a411c745.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (9832).png
data\processed\unlabelled_16934\images\unlabelled_13986_c8d5836324.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (1772).png
data\processed\unlabelled_16934\images\unlabelled_13987_7b30640ef0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5954).png
data\processed\unlabelled_16934\images\unlabelled_13988_a62005e736.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (8579).png
data\processed\unlabelled_16934\images\unlabelled_13989_dbfcbf4783.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3721.png
data\processed\unlabelled_16934\images\unlabelled_13990_2428c1e5fc.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8777).png
data\processed\unlabelled_16934\images\unlabelled_13991_283006cb47.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (11982).png
data\processed\unlabelled_16934\images\unlabelled_13992_5d4f36dcc8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_222.png
data\processed\unlabelled_16934\images\unlabelled_13993_7e10eaa2f5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2913).png
data\processed\unlabelled_16934\images\unlabelled_13994_c013fa9854.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10854_ses-E21314_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_13995_2546779361.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12486_ses-E25166_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_13996_74e4761ceb.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (454).png
data\processed\unlabelled_16934\images\unlabelled_13997_4dd2a2471e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4127).png
data\processed\unlabelled_16934\images\unlabelled_13998_7abac2ae77.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (619).png
data\processed\unlabelled_16934\images\unlabelled_13999_fdc3c440fa.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (607).png
data\processed\unlabelled_16934\images\unlabelled_14000_3f31184421.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (602).png
data\processed\unlabelled_16934\images\unlabelled_14001_6ebf9b92f8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11358_ses-E25845_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_14002_0ff65bb3c3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (86).png
data\processed\unlabelled_16934\images\unlabelled_14003_b36a446713.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5479).png
data\processed\unlabelled_16934\images\unlabelled_14004_a95cce4144.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (251).png
data\processed\unlabelled_16934\images\unlabelled_14005_aae1d4ed41.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (11068).png
data\processed\unlabelled_16934\images\unlabelled_14006_0f0e4e27dc.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_1431.png
data\processed\unlabelled_16934\images\unlabelled_14007_f005e138c5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2935).png
data\processed\unlabelled_16934\images\unlabelled_14008_cfb89b6796.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6825).png
data\processed\unlabelled_16934\images\unlabelled_14009_e1e9c09a42.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8798).png
data\processed\unlabelled_16934\images\unlabelled_14010_8c1ad2c789.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2209).png
data\processed\unlabelled_16934\images\unlabelled_14011_d9c7d8dcd2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3102.png
data\processed\unlabelled_16934\images\unlabelled_14012_501c983439.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09534_ses-E26347_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_14013_03dd0fbf1e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4713.png
data\processed\unlabelled_16934\images\unlabelled_14014_36681ffb4f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11297).png
data\processed\unlabelled_16934\images\unlabelled_14015_e72f5e46bb.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (963).png
data\processed\unlabelled_16934\images\unlabelled_14016_e1ca8bda33.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (6636).png
data\processed\unlabelled_16934\images\unlabelled_14017_85482b6d15.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7416).png
data\processed\unlabelled_16934\images\unlabelled_14018_819c0bb11e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (778).png
data\processed\unlabelled_16934\images\unlabelled_14019_4b22c44fea.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (3009).png
data\processed\unlabelled_16934\images\unlabelled_14020_1194354587.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Normal\images\Normal (1622).png
data\processed\unlabelled_16934\images\unlabelled_14021_bf1cd77a53.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6666).png
data\processed\unlabelled_16934\images\unlabelled_14022_d4697bb312.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2458).png
data\processed\unlabelled_16934\images\unlabelled_14023_57d81d42db.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (10262).png
data\processed\unlabelled_16934\images\unlabelled_14024_a82ceffb75.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (10969).png
data\processed\unlabelled_16934\images\unlabelled_14025_b3e1cafd6c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11320_ses-E20407_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_14026_a7ca94726b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10389_ses-E21806_acq-1_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_14027_d6dad6c6bb.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_578.png
data\processed\unlabelled_16934\images\unlabelled_14028_11ac1f6337.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\COVID-19\images\covid_2066.png
